####################################
#         System information       #
####################################
# Date:                   2020:06:10 
# Time:                   03:16:12 
# Xnee program:           cnee 
# Xnee version:           3.19 
# Xnee home:              http://www.gnu.org/software/xnee/ 
# Xnee info mailing list: info-xnee@gnu.org 
# Xnee bug mailing list:  bug-xnee@gnu.org 
# X version:              11 
# X revision:             0 
# X vendor:               The X.Org Foundation 
# X vendor release:       12008000 
# Record version major:   1
# Record version minor:   13
# OS name:                Linux 
# OS Release:             5.4.0-33-generic 
# OS Version:             #37-Ubuntu SMP Thu May 21 12:53:59 UTC 2020 
# Machine:                x86_64 
# Nodename:               mediabox 
# Display name:           :0
# Dimension:              1920x1080



##############################################
#      Xnee application arguments            #
##############################################
#  cnee --record --mouse --keyboard -o cnee.data 


##############################################
#      Displays                              #
##############################################
# display :0
# distribute


##############################################
#      Files                                 #
##############################################
# out-file cnee.data
# err-file stderr


##############################################
#      Key Grabs                             #
##############################################
# stop-key         0
# pause-key        0
# resume-key       0
# insert-key       0
# exec-key         0
# exec-program-key         xnee-exec-no-program


##############################################
#      Recording limits etc                  #
##############################################

extension-request-minor-range  0-0 
extension-reply-major-range   0-0
extension-reply-minor-range   0-0 
delivered-event-range         0-0 
device-event-range            66-71 
error-range                   0-0 
7,6,1056,608,0,0,0,48509086,8,'PixArt USB Optical Mouse'
7,6,1056,607,0,0,0,48509096,8,'PixArt USB Optical Mouse'
7,6,1059,604,0,0,0,48509100,8,'PixArt USB Optical Mouse'
7,6,1062,602,0,0,0,48509108,8,'PixArt USB Optical Mouse'
7,6,1064,601,0,0,0,48509116,8,'PixArt USB Optical Mouse'
7,6,1067,600,0,0,0,48509125,8,'PixArt USB Optical Mouse'
7,6,1070,599,0,0,0,48509135,8,'PixArt USB Optical Mouse'
7,6,1076,599,0,0,0,48509140,8,'PixArt USB Optical Mouse'
7,6,1084,599,0,0,0,48509157,8,'PixArt USB Optical Mouse'
7,6,1092,599,0,0,0,48509157,8,'PixArt USB Optical Mouse'
7,6,1099,599,0,0,0,48509164,8,'PixArt USB Optical Mouse'
7,6,1105,599,0,0,0,48509194,8,'PixArt USB Optical Mouse'
7,6,1115,599,0,0,0,48509194,8,'PixArt USB Optical Mouse'
7,6,1123,599,0,0,0,48509194,8,'PixArt USB Optical Mouse'
7,6,1132,599,0,0,0,48509225,8,'PixArt USB Optical Mouse'
7,6,1138,599,0,0,0,48509225,8,'PixArt USB Optical Mouse'
7,6,1150,599,0,0,0,48509225,8,'PixArt USB Optical Mouse'
7,6,1159,599,0,0,0,48509225,8,'PixArt USB Optical Mouse'
7,6,1166,599,0,0,0,48509245,8,'PixArt USB Optical Mouse'
7,6,1175,599,0,0,0,48509246,8,'PixArt USB Optical Mouse'
7,6,1188,596,0,0,0,48509246,8,'PixArt USB Optical Mouse'
7,6,1197,596,0,0,0,48509256,8,'PixArt USB Optical Mouse'
7,6,1204,594,0,0,0,48509281,8,'PixArt USB Optical Mouse'
7,6,1212,592,0,0,0,48509281,8,'PixArt USB Optical Mouse'
7,6,1217,590,0,0,0,48509281,8,'PixArt USB Optical Mouse'
7,6,1222,589,0,0,0,48509287,8,'PixArt USB Optical Mouse'
7,6,1224,589,0,0,0,48509308,8,'PixArt USB Optical Mouse'
7,6,1228,589,0,0,0,48509308,8,'PixArt USB Optical Mouse'
7,6,1232,588,0,0,0,48509309,8,'PixArt USB Optical Mouse'
7,6,1233,588,0,0,0,48509326,8,'PixArt USB Optical Mouse'
7,6,1237,588,0,0,0,48509326,8,'PixArt USB Optical Mouse'
7,6,1239,588,0,0,0,48509334,8,'PixArt USB Optical Mouse'
7,6,1242,588,0,0,0,48509340,8,'PixArt USB Optical Mouse'
7,6,1247,588,0,0,0,48509348,8,'PixArt USB Optical Mouse'
7,6,1249,588,0,0,0,48509356,8,'PixArt USB Optical Mouse'
7,6,1252,588,0,0,0,48509366,8,'PixArt USB Optical Mouse'
7,6,1255,588,0,0,0,48509389,8,'PixArt USB Optical Mouse'
7,6,1259,588,0,0,0,48509389,8,'PixArt USB Optical Mouse'
7,6,1265,588,0,0,0,48509389,8,'PixArt USB Optical Mouse'
7,6,1273,588,0,0,0,48509398,8,'PixArt USB Optical Mouse'
7,6,1283,588,0,0,0,48509435,8,'PixArt USB Optical Mouse'
7,6,1291,588,0,0,0,48509435,8,'PixArt USB Optical Mouse'
7,6,1296,588,0,0,0,48509435,8,'PixArt USB Optical Mouse'
7,6,1298,588,0,0,0,48509435,8,'PixArt USB Optical Mouse'
7,6,1301,588,0,0,0,48509478,8,'PixArt USB Optical Mouse'
7,6,1302,589,0,0,0,48509478,8,'PixArt USB Optical Mouse'
7,6,1304,591,0,0,0,48509478,8,'PixArt USB Optical Mouse'
7,6,1305,592,0,0,0,48509478,8,'PixArt USB Optical Mouse'
7,6,1306,593,0,0,0,48509499,8,'PixArt USB Optical Mouse'
7,6,1309,595,0,0,0,48509499,8,'PixArt USB Optical Mouse'
7,6,1312,597,0,0,0,48509501,8,'PixArt USB Optical Mouse'
7,6,1315,599,0,0,0,48509521,8,'PixArt USB Optical Mouse'
7,6,1319,601,0,0,0,48509525,8,'PixArt USB Optical Mouse'
7,6,1319,602,0,0,0,48509541,8,'PixArt USB Optical Mouse'
7,6,1320,603,0,0,0,48509541,8,'PixArt USB Optical Mouse'
7,6,1320,605,0,0,0,48509554,8,'PixArt USB Optical Mouse'
7,6,1320,606,0,0,0,48509556,8,'PixArt USB Optical Mouse'
7,6,1320,608,0,0,0,48509596,8,'PixArt USB Optical Mouse'
7,6,1320,613,0,0,0,48509596,8,'PixArt USB Optical Mouse'
7,6,1320,616,0,0,0,48509596,8,'PixArt USB Optical Mouse'
7,6,1320,619,0,0,0,48509596,8,'PixArt USB Optical Mouse'
7,6,1320,621,0,0,0,48509596,8,'PixArt USB Optical Mouse'
7,6,1320,623,0,0,0,48509612,8,'PixArt USB Optical Mouse'
7,6,1320,624,0,0,0,48509612,8,'PixArt USB Optical Mouse'
7,6,1319,628,0,0,0,48509624,8,'PixArt USB Optical Mouse'
7,6,1318,629,0,0,0,48509628,8,'PixArt USB Optical Mouse'
7,6,1317,631,0,0,0,48509636,8,'PixArt USB Optical Mouse'
7,6,1316,632,0,0,0,48509650,8,'PixArt USB Optical Mouse'
7,6,1311,637,0,0,0,48509654,8,'PixArt USB Optical Mouse'
7,6,1309,640,0,0,0,48509660,8,'PixArt USB Optical Mouse'
7,6,1306,644,0,0,0,48509679,8,'PixArt USB Optical Mouse'
7,6,1302,649,0,0,0,48509679,8,'PixArt USB Optical Mouse'
7,6,1297,654,0,0,0,48509684,8,'PixArt USB Optical Mouse'
7,6,1291,660,0,0,0,48509692,8,'PixArt USB Optical Mouse'
7,6,1284,667,0,0,0,48509701,8,'PixArt USB Optical Mouse'
7,6,1277,673,0,0,0,48509708,8,'PixArt USB Optical Mouse'
7,6,1270,679,0,0,0,48509716,8,'PixArt USB Optical Mouse'
7,6,1264,683,0,0,0,48509726,8,'PixArt USB Optical Mouse'
7,6,1258,685,0,0,0,48509732,8,'PixArt USB Optical Mouse'
7,6,1251,689,0,0,0,48509744,8,'PixArt USB Optical Mouse'
7,6,1246,693,0,0,0,48509750,8,'PixArt USB Optical Mouse'
7,6,1239,697,0,0,0,48509756,8,'PixArt USB Optical Mouse'
7,6,1233,700,0,0,0,48509764,8,'PixArt USB Optical Mouse'
7,6,1228,704,0,0,0,48509774,8,'PixArt USB Optical Mouse'
7,6,1223,706,0,0,0,48509780,8,'PixArt USB Optical Mouse'
7,6,1218,708,0,0,0,48509793,8,'PixArt USB Optical Mouse'
7,6,1213,711,0,0,0,48509797,8,'PixArt USB Optical Mouse'
7,6,1207,714,0,0,0,48509804,8,'PixArt USB Optical Mouse'
7,6,1203,718,0,0,0,48509813,8,'PixArt USB Optical Mouse'
7,6,1198,723,0,0,0,48509826,8,'PixArt USB Optical Mouse'
7,6,1196,724,0,0,0,48509830,8,'PixArt USB Optical Mouse'
7,6,1194,727,0,0,0,48509839,8,'PixArt USB Optical Mouse'
7,6,1193,729,0,0,0,48509844,8,'PixArt USB Optical Mouse'
7,6,1191,731,0,0,0,48509852,8,'PixArt USB Optical Mouse'
7,6,1190,733,0,0,0,48509868,8,'PixArt USB Optical Mouse'
7,6,1189,734,0,0,0,48509876,8,'PixArt USB Optical Mouse'
7,6,1186,739,0,0,0,48509886,8,'PixArt USB Optical Mouse'
7,6,1185,740,0,0,0,48509893,8,'PixArt USB Optical Mouse'
7,6,1181,743,0,0,0,48509901,8,'PixArt USB Optical Mouse'
7,6,1174,745,0,0,0,48509910,8,'PixArt USB Optical Mouse'
7,6,1164,751,0,0,0,48509924,8,'PixArt USB Optical Mouse'
7,6,1153,754,0,0,0,48509924,8,'PixArt USB Optical Mouse'
7,6,1142,759,0,0,0,48509934,8,'PixArt USB Optical Mouse'
7,6,1133,762,0,0,0,48509947,8,'PixArt USB Optical Mouse'
7,6,1120,769,0,0,0,48509961,8,'PixArt USB Optical Mouse'
7,6,1105,778,0,0,0,48509961,8,'PixArt USB Optical Mouse'
7,6,1090,785,0,0,0,48509967,8,'PixArt USB Optical Mouse'
7,6,1076,792,0,0,0,48509975,8,'PixArt USB Optical Mouse'
7,6,1064,796,0,0,0,48509982,8,'PixArt USB Optical Mouse'
7,6,1051,802,0,0,0,48509991,8,'PixArt USB Optical Mouse'
7,6,1039,809,0,0,0,48510001,8,'PixArt USB Optical Mouse'
7,6,1029,814,0,0,0,48510007,8,'PixArt USB Optical Mouse'
7,6,1020,822,0,0,0,48510016,8,'PixArt USB Optical Mouse'
7,6,1012,828,0,0,0,48510026,8,'PixArt USB Optical Mouse'
7,6,1005,835,0,0,0,48510030,8,'PixArt USB Optical Mouse'
7,6,999,841,0,0,0,48510036,8,'PixArt USB Optical Mouse'
7,6,995,848,0,0,0,48510046,8,'PixArt USB Optical Mouse'
7,6,991,853,0,0,0,48510052,8,'PixArt USB Optical Mouse'
7,6,989,855,0,0,0,48510068,8,'PixArt USB Optical Mouse'
7,6,987,858,0,0,0,48510068,8,'PixArt USB Optical Mouse'
7,6,987,859,0,0,0,48510082,8,'PixArt USB Optical Mouse'
7,6,986,861,0,0,0,48510100,8,'PixArt USB Optical Mouse'
7,6,986,862,0,0,0,48510100,8,'PixArt USB Optical Mouse'
7,6,985,864,0,0,0,48510117,8,'PixArt USB Optical Mouse'
7,6,984,865,0,0,0,48510136,8,'PixArt USB Optical Mouse'
7,6,983,866,0,0,0,48510144,8,'PixArt USB Optical Mouse'
7,6,983,867,0,0,0,48510149,8,'PixArt USB Optical Mouse'
7,6,982,869,0,0,0,48510167,8,'PixArt USB Optical Mouse'
7,6,980,873,0,0,0,48510181,8,'PixArt USB Optical Mouse'
7,6,979,874,0,0,0,48510194,8,'PixArt USB Optical Mouse'
7,6,978,875,0,0,0,48510205,8,'PixArt USB Optical Mouse'
7,6,978,877,0,0,0,48510218,8,'PixArt USB Optical Mouse'
7,6,977,878,0,0,0,48510229,8,'PixArt USB Optical Mouse'
7,6,977,879,0,0,0,48510237,8,'PixArt USB Optical Mouse'
7,6,977,880,0,0,0,48510257,8,'PixArt USB Optical Mouse'
7,6,976,882,0,0,0,48510282,8,'PixArt USB Optical Mouse'
7,6,974,884,0,0,0,48510294,8,'PixArt USB Optical Mouse'
7,6,973,885,0,0,0,48510390,8,'PixArt USB Optical Mouse'
7,6,972,886,0,0,0,48510390,8,'PixArt USB Optical Mouse'
7,6,971,888,0,0,0,48510390,8,'PixArt USB Optical Mouse'
7,6,968,890,0,0,0,48510390,8,'PixArt USB Optical Mouse'
7,6,967,891,0,0,0,48510390,8,'PixArt USB Optical Mouse'
7,6,967,892,0,0,0,48510390,8,'PixArt USB Optical Mouse'
7,6,966,893,0,0,0,48510409,8,'PixArt USB Optical Mouse'
7,6,965,895,0,0,0,48510420,8,'PixArt USB Optical Mouse'
7,6,964,896,0,0,0,48510428,8,'PixArt USB Optical Mouse'
7,6,963,897,0,0,0,48510444,8,'PixArt USB Optical Mouse'
7,6,963,898,0,0,0,48510596,8,'PixArt USB Optical Mouse'
7,6,965,899,0,0,0,48510604,8,'PixArt USB Optical Mouse'
7,6,969,899,0,0,0,48510612,8,'PixArt USB Optical Mouse'
7,6,974,899,0,0,0,48510629,8,'PixArt USB Optical Mouse'
7,6,975,899,0,0,0,48510629,8,'PixArt USB Optical Mouse'
7,6,976,899,0,0,0,48510732,8,'PixArt USB Optical Mouse'
7,6,977,901,0,0,0,48510749,8,'PixArt USB Optical Mouse'
7,6,977,903,0,0,0,48510749,8,'PixArt USB Optical Mouse'
7,6,977,906,0,0,0,48510756,8,'PixArt USB Optical Mouse'
7,6,977,909,0,0,0,48510764,8,'PixArt USB Optical Mouse'
7,6,977,914,0,0,0,48510773,8,'PixArt USB Optical Mouse'
7,6,977,918,0,0,0,48510780,8,'PixArt USB Optical Mouse'
7,6,977,924,0,0,0,48510788,8,'PixArt USB Optical Mouse'
7,6,977,932,0,0,0,48510796,8,'PixArt USB Optical Mouse'
7,6,977,938,0,0,0,48510807,8,'PixArt USB Optical Mouse'
7,6,977,943,0,0,0,48510817,8,'PixArt USB Optical Mouse'
7,6,977,949,0,0,0,48510820,8,'PixArt USB Optical Mouse'
7,6,976,955,0,0,0,48510829,8,'PixArt USB Optical Mouse'
7,6,973,957,0,0,0,48510839,8,'PixArt USB Optical Mouse'
7,6,972,962,0,0,0,48510848,8,'PixArt USB Optical Mouse'
7,6,972,963,0,0,0,48510856,8,'PixArt USB Optical Mouse'
7,6,972,965,0,0,0,48510865,8,'PixArt USB Optical Mouse'
7,6,972,966,0,0,0,48510874,8,'PixArt USB Optical Mouse'
7,6,971,968,0,0,0,48510885,8,'PixArt USB Optical Mouse'
7,6,971,970,0,0,0,48510893,8,'PixArt USB Optical Mouse'
7,6,970,972,0,0,0,48510908,8,'PixArt USB Optical Mouse'
7,6,970,973,0,0,0,48510916,8,'PixArt USB Optical Mouse'
7,6,970,975,0,0,0,48510926,8,'PixArt USB Optical Mouse'
7,6,970,976,0,0,0,48510937,8,'PixArt USB Optical Mouse'
7,6,970,977,0,0,0,48510945,8,'PixArt USB Optical Mouse'
7,6,970,978,0,0,0,48510948,8,'PixArt USB Optical Mouse'
7,6,970,980,0,0,0,48510964,8,'PixArt USB Optical Mouse'
7,6,970,981,0,0,0,48510984,8,'PixArt USB Optical Mouse'
7,6,970,982,0,0,0,48510988,8,'PixArt USB Optical Mouse'
7,6,970,983,0,0,0,48510996,8,'PixArt USB Optical Mouse'
7,6,970,986,0,0,0,48511006,8,'PixArt USB Optical Mouse'
7,6,969,988,0,0,0,48511012,8,'PixArt USB Optical Mouse'
7,6,968,990,0,0,0,48511020,8,'PixArt USB Optical Mouse'
7,6,967,993,0,0,0,48511028,8,'PixArt USB Optical Mouse'
7,6,967,995,0,0,0,48511039,8,'PixArt USB Optical Mouse'
7,6,966,996,0,0,0,48511044,8,'PixArt USB Optical Mouse'
7,6,965,998,0,0,0,48511053,8,'PixArt USB Optical Mouse'
7,6,963,1000,0,0,0,48511062,8,'PixArt USB Optical Mouse'
7,6,962,1002,0,0,0,48511068,8,'PixArt USB Optical Mouse'
7,6,961,1005,0,0,0,48511077,8,'PixArt USB Optical Mouse'
7,6,960,1007,0,0,0,48511084,8,'PixArt USB Optical Mouse'
7,6,960,1011,0,0,0,48511092,8,'PixArt USB Optical Mouse'
7,6,958,1015,0,0,0,48511100,8,'PixArt USB Optical Mouse'
7,6,957,1018,0,0,0,48511108,8,'PixArt USB Optical Mouse'
7,6,957,1021,0,0,0,48511116,8,'PixArt USB Optical Mouse'
7,6,955,1027,0,0,0,48511124,8,'PixArt USB Optical Mouse'
7,6,955,1028,0,0,0,48511132,8,'PixArt USB Optical Mouse'
7,6,955,1032,0,0,0,48511140,8,'PixArt USB Optical Mouse'
7,6,955,1034,0,0,0,48511149,8,'PixArt USB Optical Mouse'
7,6,955,1036,0,0,0,48511156,8,'PixArt USB Optical Mouse'
7,6,953,1038,0,0,0,48511164,8,'PixArt USB Optical Mouse'
7,6,953,1039,0,0,0,48511180,8,'PixArt USB Optical Mouse'
7,6,953,1041,0,0,0,48511196,8,'PixArt USB Optical Mouse'
7,6,953,1042,0,0,0,48511220,8,'PixArt USB Optical Mouse'
7,6,953,1043,0,0,0,48511254,8,'PixArt USB Optical Mouse'
7,6,953,1044,0,0,0,48511287,8,'PixArt USB Optical Mouse'
7,6,953,1046,0,0,0,48511287,8,'PixArt USB Optical Mouse'
7,6,953,1047,0,0,0,48511300,8,'PixArt USB Optical Mouse'
7,6,953,1048,0,0,0,48511372,8,'PixArt USB Optical Mouse'
7,6,952,1049,0,0,0,48511373,8,'PixArt USB Optical Mouse'
7,6,952,1050,0,0,0,48511415,8,'PixArt USB Optical Mouse'
7,6,952,1051,0,0,0,48511433,8,'PixArt USB Optical Mouse'
7,6,951,1052,0,0,0,48511433,8,'PixArt USB Optical Mouse'
7,6,950,1053,0,0,0,48511457,8,'PixArt USB Optical Mouse'
7,6,948,1055,0,0,0,48511484,8,'PixArt USB Optical Mouse'
7,6,947,1056,0,0,0,48511484,8,'PixArt USB Optical Mouse'
7,6,946,1057,0,0,0,48511484,8,'PixArt USB Optical Mouse'
7,6,945,1058,0,0,0,48511505,8,'PixArt USB Optical Mouse'
7,6,944,1058,0,0,0,48511505,8,'PixArt USB Optical Mouse'
7,6,943,1058,0,0,0,48511509,8,'PixArt USB Optical Mouse'
7,6,942,1058,0,0,0,48511525,8,'PixArt USB Optical Mouse'
7,6,941,1058,0,0,0,48511916,8,'PixArt USB Optical Mouse'
7,6,940,1058,0,0,0,48511934,8,'PixArt USB Optical Mouse'
7,6,938,1058,0,0,0,48511934,8,'PixArt USB Optical Mouse'
7,6,933,1058,0,0,0,48511940,8,'PixArt USB Optical Mouse'
7,6,928,1058,0,0,0,48511949,8,'PixArt USB Optical Mouse'
7,6,922,1058,0,0,0,48511963,8,'PixArt USB Optical Mouse'
7,6,917,1058,0,0,0,48511964,8,'PixArt USB Optical Mouse'
7,6,911,1058,0,0,0,48511974,8,'PixArt USB Optical Mouse'
7,6,905,1058,0,0,0,48511991,8,'PixArt USB Optical Mouse'
7,6,900,1054,0,0,0,48511991,8,'PixArt USB Optical Mouse'
7,6,898,1054,0,0,0,48512028,8,'PixArt USB Optical Mouse'
7,6,896,1054,0,0,0,48512030,8,'PixArt USB Optical Mouse'
7,6,894,1053,0,0,0,48512068,8,'PixArt USB Optical Mouse'
7,6,893,1053,0,0,0,48512077,8,'PixArt USB Optical Mouse'
7,6,892,1053,0,0,0,48512112,8,'PixArt USB Optical Mouse'
7,6,891,1053,0,0,0,48512112,8,'PixArt USB Optical Mouse'
7,6,889,1053,0,0,0,48512125,8,'PixArt USB Optical Mouse'
7,6,888,1053,0,0,0,48512126,8,'PixArt USB Optical Mouse'
7,6,887,1053,0,0,0,48512138,8,'PixArt USB Optical Mouse'
7,6,886,1053,0,0,0,48512140,8,'PixArt USB Optical Mouse'
7,6,883,1053,0,0,0,48512152,8,'PixArt USB Optical Mouse'
7,6,882,1053,0,0,0,48512159,8,'PixArt USB Optical Mouse'
7,6,879,1053,0,0,0,48512178,8,'PixArt USB Optical Mouse'
7,6,878,1053,0,0,0,48512178,8,'PixArt USB Optical Mouse'
7,6,876,1054,0,0,0,48512185,8,'PixArt USB Optical Mouse'
7,6,875,1055,0,0,0,48512188,8,'PixArt USB Optical Mouse'
7,6,873,1055,0,0,0,48512210,8,'PixArt USB Optical Mouse'
7,6,872,1055,0,0,0,48512213,8,'PixArt USB Optical Mouse'
7,6,870,1056,0,0,0,48512221,8,'PixArt USB Optical Mouse'
7,6,869,1056,0,0,0,48512237,8,'PixArt USB Optical Mouse'
7,6,868,1056,0,0,0,48512245,8,'PixArt USB Optical Mouse'
7,6,866,1056,0,0,0,48512257,8,'PixArt USB Optical Mouse'
7,6,864,1056,0,0,0,48512261,8,'PixArt USB Optical Mouse'
7,6,863,1056,0,0,0,48512269,8,'PixArt USB Optical Mouse'
7,6,862,1056,0,0,0,48512277,8,'PixArt USB Optical Mouse'
7,6,859,1056,0,0,0,48512284,8,'PixArt USB Optical Mouse'
7,6,857,1056,0,0,0,48512292,8,'PixArt USB Optical Mouse'
7,6,854,1056,0,0,0,48512300,8,'PixArt USB Optical Mouse'
7,6,852,1056,0,0,0,48512314,8,'PixArt USB Optical Mouse'
7,6,849,1057,0,0,0,48512317,8,'PixArt USB Optical Mouse'
7,6,847,1057,0,0,0,48512324,8,'PixArt USB Optical Mouse'
7,6,846,1057,0,0,0,48512332,8,'PixArt USB Optical Mouse'
7,6,844,1057,0,0,0,48512340,8,'PixArt USB Optical Mouse'
7,6,843,1057,0,0,0,48512348,8,'PixArt USB Optical Mouse'
7,6,842,1057,0,0,0,48512357,8,'PixArt USB Optical Mouse'
7,6,839,1057,0,0,0,48512373,8,'PixArt USB Optical Mouse'
7,6,838,1057,0,0,0,48512382,8,'PixArt USB Optical Mouse'
7,6,837,1057,0,0,0,48512389,8,'PixArt USB Optical Mouse'
7,6,836,1057,0,0,0,48512396,8,'PixArt USB Optical Mouse'
7,6,834,1057,0,0,0,48512404,8,'PixArt USB Optical Mouse'
7,6,833,1057,0,0,0,48512413,8,'PixArt USB Optical Mouse'
7,6,831,1057,0,0,0,48512427,8,'PixArt USB Optical Mouse'
7,6,829,1057,0,0,0,48512428,8,'PixArt USB Optical Mouse'
7,6,827,1057,0,0,0,48512436,8,'PixArt USB Optical Mouse'
7,6,826,1057,0,0,0,48512444,8,'PixArt USB Optical Mouse'
7,6,824,1057,0,0,0,48512453,8,'PixArt USB Optical Mouse'
7,6,823,1057,0,0,0,48512467,8,'PixArt USB Optical Mouse'
7,6,822,1057,0,0,0,48512468,8,'PixArt USB Optical Mouse'
7,6,821,1057,0,0,0,48512482,8,'PixArt USB Optical Mouse'
7,6,819,1057,0,0,0,48512497,8,'PixArt USB Optical Mouse'
7,6,817,1057,0,0,0,48512497,8,'PixArt USB Optical Mouse'
7,6,816,1057,0,0,0,48512506,8,'PixArt USB Optical Mouse'
7,6,813,1057,0,0,0,48512508,8,'PixArt USB Optical Mouse'
7,6,812,1057,0,0,0,48512516,8,'PixArt USB Optical Mouse'
7,6,809,1057,0,0,0,48512526,8,'PixArt USB Optical Mouse'
7,6,808,1057,0,0,0,48512537,8,'PixArt USB Optical Mouse'
7,6,806,1057,0,0,0,48512563,8,'PixArt USB Optical Mouse'
7,6,803,1057,0,0,0,48512563,8,'PixArt USB Optical Mouse'
7,6,802,1057,0,0,0,48512563,8,'PixArt USB Optical Mouse'
7,6,801,1057,0,0,0,48512564,8,'PixArt USB Optical Mouse'
7,6,798,1057,0,0,0,48512572,8,'PixArt USB Optical Mouse'
7,6,796,1057,0,0,0,48512585,8,'PixArt USB Optical Mouse'
7,6,794,1057,0,0,0,48512588,8,'PixArt USB Optical Mouse'
7,6,793,1057,0,0,0,48512608,8,'PixArt USB Optical Mouse'
7,6,792,1057,0,0,0,48512608,8,'PixArt USB Optical Mouse'
7,6,789,1057,0,0,0,48512630,8,'PixArt USB Optical Mouse'
7,6,787,1057,0,0,0,48512630,8,'PixArt USB Optical Mouse'
7,6,784,1057,0,0,0,48512639,8,'PixArt USB Optical Mouse'
7,6,783,1057,0,0,0,48512649,8,'PixArt USB Optical Mouse'
7,6,782,1057,0,0,0,48512656,8,'PixArt USB Optical Mouse'
7,6,779,1057,0,0,0,48512663,8,'PixArt USB Optical Mouse'
7,6,778,1057,0,0,0,48512673,8,'PixArt USB Optical Mouse'
7,6,776,1057,0,0,0,48512677,8,'PixArt USB Optical Mouse'
7,6,774,1057,0,0,0,48512684,8,'PixArt USB Optical Mouse'
7,6,773,1057,0,0,0,48512695,8,'PixArt USB Optical Mouse'
7,6,772,1057,0,0,0,48512701,8,'PixArt USB Optical Mouse'
7,6,769,1057,0,0,0,48512709,8,'PixArt USB Optical Mouse'
7,6,768,1057,0,0,0,48512730,8,'PixArt USB Optical Mouse'
7,6,768,1057,0,0,0,48512741,8,'PixArt USB Optical Mouse'
7,6,767,1057,0,0,0,48512749,8,'PixArt USB Optical Mouse'
7,6,765,1057,0,0,0,48512756,8,'PixArt USB Optical Mouse'
7,6,764,1057,0,0,0,48512765,8,'PixArt USB Optical Mouse'
7,6,762,1057,0,0,0,48512772,8,'PixArt USB Optical Mouse'
7,6,760,1057,0,0,0,48512797,8,'PixArt USB Optical Mouse'
7,6,759,1057,0,0,0,48512892,8,'PixArt USB Optical Mouse'
7,6,758,1057,0,0,0,48512900,8,'PixArt USB Optical Mouse'
7,6,757,1057,0,0,0,48512908,8,'PixArt USB Optical Mouse'
7,6,753,1057,0,0,0,48512916,8,'PixArt USB Optical Mouse'
7,6,749,1057,0,0,0,48512924,8,'PixArt USB Optical Mouse'
7,6,746,1057,0,0,0,48512932,8,'PixArt USB Optical Mouse'
7,6,743,1057,0,0,0,48512940,8,'PixArt USB Optical Mouse'
7,6,740,1057,0,0,0,48512948,8,'PixArt USB Optical Mouse'
7,6,738,1057,0,0,0,48512956,8,'PixArt USB Optical Mouse'
7,6,737,1057,0,0,0,48512964,8,'PixArt USB Optical Mouse'
7,6,735,1057,0,0,0,48512973,8,'PixArt USB Optical Mouse'
7,6,733,1057,0,0,0,48512980,8,'PixArt USB Optical Mouse'
7,6,732,1057,0,0,0,48512989,8,'PixArt USB Optical Mouse'
