####################################
#         System information       #
####################################
# Date:                   2020:06:10 
# Time:                   03:24:16 
# Xnee program:           cnee 
# Xnee version:           3.19 
# Xnee home:              http://www.gnu.org/software/xnee/ 
# Xnee info mailing list: info-xnee@gnu.org 
# Xnee bug mailing list:  bug-xnee@gnu.org 
# X version:              11 
# X revision:             0 
# X vendor:               The X.Org Foundation 
# X vendor release:       12008000 
# Record version major:   1
# Record version minor:   13
# OS name:                Linux 
# OS Release:             5.4.0-33-generic 
# OS Version:             #37-Ubuntu SMP Thu May 21 12:53:59 UTC 2020 
# Machine:                x86_64 
# Nodename:               mediabox 
# Display name:           :0
# Dimension:              1920x1080



##############################################
#      Xnee application arguments            #
##############################################
#  cnee --record --mouse --keyboard -o cnee.data 


##############################################
#      Displays                              #
##############################################
# display :0
# distribute


##############################################
#      Files                                 #
##############################################
# out-file cnee.data
# err-file stderr


##############################################
#      Key Grabs                             #
##############################################
# stop-key         0
# pause-key        0
# resume-key       0
# insert-key       0
# exec-key         0
# exec-program-key         xnee-exec-no-program


##############################################
#      Recording limits etc                  #
##############################################

extension-request-minor-range  0-0 
extension-reply-major-range   0-0
extension-reply-minor-range   0-0 
delivered-event-range         0-0 
device-event-range            66-71 
error-range                   0-0 
7,6,870,655,0,0,0,48993008,8,'PixArt USB Optical Mouse'
7,6,871,655,0,0,0,48993022,8,'PixArt USB Optical Mouse'
7,6,873,654,0,0,0,48993029,8,'PixArt USB Optical Mouse'
7,6,877,651,0,0,0,48993032,8,'PixArt USB Optical Mouse'
7,6,881,650,0,0,0,48993041,8,'PixArt USB Optical Mouse'
7,6,884,647,0,0,0,48993055,8,'PixArt USB Optical Mouse'
7,6,886,645,0,0,0,48993062,8,'PixArt USB Optical Mouse'
7,6,890,641,0,0,0,48993080,8,'PixArt USB Optical Mouse'
7,6,897,634,0,0,0,48993080,8,'PixArt USB Optical Mouse'
7,6,907,627,0,0,0,48993080,8,'PixArt USB Optical Mouse'
7,6,919,618,0,0,0,48993088,8,'PixArt USB Optical Mouse'
7,6,932,605,0,0,0,48993101,8,'PixArt USB Optical Mouse'
7,6,940,597,0,0,0,48993105,8,'PixArt USB Optical Mouse'
7,6,946,589,0,0,0,48993112,8,'PixArt USB Optical Mouse'
7,6,950,584,0,0,0,48993129,8,'PixArt USB Optical Mouse'
7,6,953,579,0,0,0,48993129,8,'PixArt USB Optical Mouse'
7,6,954,577,0,0,0,48993136,8,'PixArt USB Optical Mouse'
7,6,957,574,0,0,0,48993160,8,'PixArt USB Optical Mouse'
7,6,958,573,0,0,0,48993160,8,'PixArt USB Optical Mouse'
7,6,959,570,0,0,0,48993160,8,'PixArt USB Optical Mouse'
7,6,960,568,0,0,0,48993181,8,'PixArt USB Optical Mouse'
7,6,962,566,0,0,0,48993181,8,'PixArt USB Optical Mouse'
7,6,962,565,0,0,0,48993194,8,'PixArt USB Optical Mouse'
7,6,962,564,0,0,0,48993194,8,'PixArt USB Optical Mouse'
7,6,963,562,0,0,0,48993209,8,'PixArt USB Optical Mouse'
7,6,963,560,0,0,0,48993228,8,'PixArt USB Optical Mouse'
7,6,963,559,0,0,0,48993231,8,'PixArt USB Optical Mouse'
7,6,963,558,0,0,0,48993235,8,'PixArt USB Optical Mouse'
7,6,963,557,0,0,0,48993265,8,'PixArt USB Optical Mouse'
7,6,964,555,0,0,0,48993266,8,'PixArt USB Optical Mouse'
7,6,964,554,0,0,0,48993266,8,'PixArt USB Optical Mouse'
7,6,965,553,0,0,0,48993266,8,'PixArt USB Optical Mouse'
7,6,966,552,0,0,0,48993282,8,'PixArt USB Optical Mouse'
7,6,967,551,0,0,0,48993301,8,'PixArt USB Optical Mouse'
7,6,968,549,0,0,0,48993301,8,'PixArt USB Optical Mouse'
7,6,969,548,0,0,0,48993307,8,'PixArt USB Optical Mouse'
7,6,971,546,0,0,0,48993325,8,'PixArt USB Optical Mouse'
7,6,973,544,0,0,0,48993325,8,'PixArt USB Optical Mouse'
7,6,979,540,0,0,0,48993330,8,'PixArt USB Optical Mouse'
7,6,981,538,0,0,0,48993338,8,'PixArt USB Optical Mouse'
7,6,984,536,0,0,0,48993348,8,'PixArt USB Optical Mouse'
7,6,988,534,0,0,0,48993368,8,'PixArt USB Optical Mouse'
7,6,995,531,0,0,0,48993368,8,'PixArt USB Optical Mouse'
7,6,1006,530,0,0,0,48993368,8,'PixArt USB Optical Mouse'
7,6,1018,528,0,0,0,48993387,8,'PixArt USB Optical Mouse'
7,6,1028,527,0,0,0,48993387,8,'PixArt USB Optical Mouse'
7,6,1037,525,0,0,0,48993392,8,'PixArt USB Optical Mouse'
7,6,1044,524,0,0,0,48993400,8,'PixArt USB Optical Mouse'
7,6,1054,521,0,0,0,48993409,8,'PixArt USB Optical Mouse'
7,6,1063,518,0,0,0,48993421,8,'PixArt USB Optical Mouse'
7,6,1077,515,0,0,0,48993443,8,'PixArt USB Optical Mouse'
7,6,1087,513,0,0,0,48993443,8,'PixArt USB Optical Mouse'
7,6,1094,509,0,0,0,48993443,8,'PixArt USB Optical Mouse'
7,6,1099,508,0,0,0,48993489,8,'PixArt USB Optical Mouse'
7,6,1100,506,0,0,0,48993489,8,'PixArt USB Optical Mouse'
7,6,1101,505,0,0,0,48993499,8,'PixArt USB Optical Mouse'
7,6,1101,504,0,0,0,48993561,8,'PixArt USB Optical Mouse'
7,6,1097,506,0,0,0,48993594,8,'PixArt USB Optical Mouse'
7,6,1092,508,0,0,0,48993594,8,'PixArt USB Optical Mouse'
7,6,1087,512,0,0,0,48993594,8,'PixArt USB Optical Mouse'
7,6,1081,517,0,0,0,48993594,8,'PixArt USB Optical Mouse'
7,6,1075,521,0,0,0,48993624,8,'PixArt USB Optical Mouse'
7,6,1069,525,0,0,0,48993624,8,'PixArt USB Optical Mouse'
7,6,1064,530,0,0,0,48993624,8,'PixArt USB Optical Mouse'
7,6,1062,532,0,0,0,48993624,8,'PixArt USB Optical Mouse'
7,6,1058,536,0,0,0,48993644,8,'PixArt USB Optical Mouse'
7,6,1055,538,0,0,0,48993644,8,'PixArt USB Optical Mouse'
7,6,1052,541,0,0,0,48993658,8,'PixArt USB Optical Mouse'
7,6,1049,542,0,0,0,48993658,8,'PixArt USB Optical Mouse'
7,6,1048,543,0,0,0,48993664,8,'PixArt USB Optical Mouse'
7,6,1042,546,0,0,0,48993677,8,'PixArt USB Optical Mouse'
7,6,1039,547,0,0,0,48993680,8,'PixArt USB Optical Mouse'
7,6,1038,548,0,0,0,48993698,8,'PixArt USB Optical Mouse'
7,6,1035,549,0,0,0,48993698,8,'PixArt USB Optical Mouse'
7,6,1033,550,0,0,0,48993730,8,'PixArt USB Optical Mouse'
7,6,1031,552,0,0,0,48993730,8,'PixArt USB Optical Mouse'
7,6,1030,552,0,0,0,48993730,8,'PixArt USB Optical Mouse'
7,6,1027,552,0,0,0,48993730,8,'PixArt USB Optical Mouse'
7,6,1025,552,0,0,0,48993757,8,'PixArt USB Optical Mouse'
7,4,0,0,3,0,0,48993768,8,PixArt USB Optical Mouse
6,4,0,0,3,0,0,48993768,2,Virtual core pointer
7,6,1024,552,0,0,0,48993784,8,'PixArt USB Optical Mouse'
7,5,0,0,3,0,0,48993872,8,PixArt USB Optical Mouse
6,5,0,0,3,0,0,48993872,2,Virtual core pointer
7,6,1023,552,0,0,0,48993904,8,'PixArt USB Optical Mouse'
7,6,1023,552,0,0,0,48993919,8,'PixArt USB Optical Mouse'
7,6,1023,551,0,0,0,48993949,8,'PixArt USB Optical Mouse'
7,6,1023,550,0,0,0,48993950,8,'PixArt USB Optical Mouse'
7,6,1023,548,0,0,0,48994058,8,'PixArt USB Optical Mouse'
7,6,1022,547,0,0,0,48994092,8,'PixArt USB Optical Mouse'
7,6,1021,547,0,0,0,48994097,8,'PixArt USB Optical Mouse'
7,6,1020,547,0,0,0,48994113,8,'PixArt USB Optical Mouse'
7,6,1020,547,0,0,0,48994129,8,'PixArt USB Optical Mouse'
7,6,1019,548,0,0,0,48994129,8,'PixArt USB Optical Mouse'
7,6,1018,549,0,0,0,48994137,8,'PixArt USB Optical Mouse'
7,6,1017,550,0,0,0,48994149,8,'PixArt USB Optical Mouse'
7,6,1016,551,0,0,0,48994154,8,'PixArt USB Optical Mouse'
7,6,1016,553,0,0,0,48994163,8,'PixArt USB Optical Mouse'
7,6,1015,554,0,0,0,48994182,8,'PixArt USB Optical Mouse'
7,6,1014,555,0,0,0,48994197,8,'PixArt USB Optical Mouse'
7,6,1014,556,0,0,0,48994200,8,'PixArt USB Optical Mouse'
7,6,1014,557,0,0,0,48994209,8,'PixArt USB Optical Mouse'
7,6,1014,558,0,0,0,48994213,8,'PixArt USB Optical Mouse'
7,6,1014,559,0,0,0,48994216,8,'PixArt USB Optical Mouse'
7,6,1013,562,0,0,0,48994249,8,'PixArt USB Optical Mouse'
7,6,1013,563,0,0,0,48994249,8,'PixArt USB Optical Mouse'
7,6,1013,564,0,0,0,48994269,8,'PixArt USB Optical Mouse'
7,6,1012,567,0,0,0,48994269,8,'PixArt USB Optical Mouse'
7,6,1011,568,0,0,0,48994291,8,'PixArt USB Optical Mouse'
7,6,1010,569,0,0,0,48994291,8,'PixArt USB Optical Mouse'
7,6,1009,572,0,0,0,48994299,8,'PixArt USB Optical Mouse'
7,6,1008,574,0,0,0,48994314,8,'PixArt USB Optical Mouse'
7,6,1008,576,0,0,0,48994314,8,'PixArt USB Optical Mouse'
7,6,1006,578,0,0,0,48994322,8,'PixArt USB Optical Mouse'
7,6,1005,581,0,0,0,48994329,8,'PixArt USB Optical Mouse'
7,6,1004,582,0,0,0,48994382,8,'PixArt USB Optical Mouse'
7,6,1004,583,0,0,0,48994382,8,'PixArt USB Optical Mouse'
7,6,1004,584,0,0,0,48994382,8,'PixArt USB Optical Mouse'
7,6,1003,585,0,0,0,48994383,8,'PixArt USB Optical Mouse'
7,6,1003,587,0,0,0,48994383,8,'PixArt USB Optical Mouse'
7,6,1003,588,0,0,0,48994383,8,'PixArt USB Optical Mouse'
7,6,1001,591,0,0,0,48994394,8,'PixArt USB Optical Mouse'
7,6,1000,593,0,0,0,48994402,8,'PixArt USB Optical Mouse'
7,6,999,595,0,0,0,48994445,8,'PixArt USB Optical Mouse'
7,6,999,596,0,0,0,48994445,8,'PixArt USB Optical Mouse'
7,6,999,598,0,0,0,48994445,8,'PixArt USB Optical Mouse'
7,6,998,601,0,0,0,48994445,8,'PixArt USB Optical Mouse'
7,6,995,604,0,0,0,48994445,8,'PixArt USB Optical Mouse'
7,6,994,606,0,0,0,48994474,8,'PixArt USB Optical Mouse'
7,6,993,608,0,0,0,48994474,8,'PixArt USB Optical Mouse'
7,6,993,609,0,0,0,48994474,8,'PixArt USB Optical Mouse'
7,6,992,612,0,0,0,48994474,8,'PixArt USB Optical Mouse'
7,6,990,614,0,0,0,48994493,8,'PixArt USB Optical Mouse'
7,6,989,617,0,0,0,48994493,8,'PixArt USB Optical Mouse'
7,6,988,622,0,0,0,48994525,8,'PixArt USB Optical Mouse'
7,6,988,625,0,0,0,48994525,8,'PixArt USB Optical Mouse'
7,6,987,628,0,0,0,48994525,8,'PixArt USB Optical Mouse'
7,6,985,631,0,0,0,48994525,8,'PixArt USB Optical Mouse'
7,6,985,633,0,0,0,48994529,8,'PixArt USB Optical Mouse'
7,6,984,635,0,0,0,48994536,8,'PixArt USB Optical Mouse'
7,6,983,638,0,0,0,48994551,8,'PixArt USB Optical Mouse'
7,6,982,641,0,0,0,48994553,8,'PixArt USB Optical Mouse'
7,6,980,647,0,0,0,48994578,8,'PixArt USB Optical Mouse'
7,6,979,649,0,0,0,48994578,8,'PixArt USB Optical Mouse'
7,6,978,651,0,0,0,48994578,8,'PixArt USB Optical Mouse'
7,6,977,654,0,0,0,48994596,8,'PixArt USB Optical Mouse'
7,6,976,656,0,0,0,48994610,8,'PixArt USB Optical Mouse'
7,6,975,657,0,0,0,48994643,8,'PixArt USB Optical Mouse'
7,6,975,658,0,0,0,48994653,8,'PixArt USB Optical Mouse'
7,6,974,659,0,0,0,48994717,8,'PixArt USB Optical Mouse'
7,6,974,660,0,0,0,48994717,8,'PixArt USB Optical Mouse'
7,6,974,661,0,0,0,48994717,8,'PixArt USB Optical Mouse'
7,6,973,662,0,0,0,48994717,8,'PixArt USB Optical Mouse'
7,6,973,663,0,0,0,48994718,8,'PixArt USB Optical Mouse'
7,6,973,664,0,0,0,48994718,8,'PixArt USB Optical Mouse'
7,6,972,665,0,0,0,48994736,8,'PixArt USB Optical Mouse'
7,6,972,665,0,0,0,48995000,8,'PixArt USB Optical Mouse'
7,6,972,666,0,0,0,48995010,8,'PixArt USB Optical Mouse'
7,6,971,666,0,0,0,48995025,8,'PixArt USB Optical Mouse'
7,6,969,667,0,0,0,48995025,8,'PixArt USB Optical Mouse'
7,6,968,668,0,0,0,48995041,8,'PixArt USB Optical Mouse'
7,6,967,669,0,0,0,48995041,8,'PixArt USB Optical Mouse'
7,6,966,670,0,0,0,48995056,8,'PixArt USB Optical Mouse'
7,6,964,671,0,0,0,48995072,8,'PixArt USB Optical Mouse'
7,6,962,673,0,0,0,48995083,8,'PixArt USB Optical Mouse'
7,6,961,673,0,0,0,48995092,8,'PixArt USB Optical Mouse'
7,6,960,674,0,0,0,48995096,8,'PixArt USB Optical Mouse'
7,6,959,674,0,0,0,48995104,8,'PixArt USB Optical Mouse'
7,6,957,675,0,0,0,48995115,8,'PixArt USB Optical Mouse'
7,6,956,675,0,0,0,48995134,8,'PixArt USB Optical Mouse'
7,6,955,675,0,0,0,48995135,8,'PixArt USB Optical Mouse'
7,6,952,675,0,0,0,48995139,8,'PixArt USB Optical Mouse'
7,6,948,678,0,0,0,48995154,8,'PixArt USB Optical Mouse'
7,6,946,682,0,0,0,48995154,8,'PixArt USB Optical Mouse'
7,6,944,686,0,0,0,48995169,8,'PixArt USB Optical Mouse'
7,6,944,691,0,0,0,48995169,8,'PixArt USB Optical Mouse'
7,6,942,697,0,0,0,48995186,8,'PixArt USB Optical Mouse'
7,6,942,701,0,0,0,48995186,8,'PixArt USB Optical Mouse'
7,6,942,707,0,0,0,48995193,8,'PixArt USB Optical Mouse'
7,6,939,712,0,0,0,48995208,8,'PixArt USB Optical Mouse'
7,6,938,718,0,0,0,48995210,8,'PixArt USB Optical Mouse'
7,6,938,724,0,0,0,48995222,8,'PixArt USB Optical Mouse'
7,6,938,731,0,0,0,48995230,8,'PixArt USB Optical Mouse'
7,6,938,739,0,0,0,48995237,8,'PixArt USB Optical Mouse'
7,6,938,745,0,0,0,48995248,8,'PixArt USB Optical Mouse'
7,6,938,753,0,0,0,48995253,8,'PixArt USB Optical Mouse'
7,6,938,758,0,0,0,48995262,8,'PixArt USB Optical Mouse'
7,6,938,763,0,0,0,48995273,8,'PixArt USB Optical Mouse'
7,6,938,766,0,0,0,48995273,8,'PixArt USB Optical Mouse'
7,6,937,770,0,0,0,48995281,8,'PixArt USB Optical Mouse'
7,6,936,774,0,0,0,48995288,8,'PixArt USB Optical Mouse'
7,6,933,779,0,0,0,48995300,8,'PixArt USB Optical Mouse'
7,6,933,782,0,0,0,48995305,8,'PixArt USB Optical Mouse'
7,6,933,786,0,0,0,48995341,8,'PixArt USB Optical Mouse'
7,6,933,787,0,0,0,48995341,8,'PixArt USB Optical Mouse'
7,6,932,790,0,0,0,48995341,8,'PixArt USB Optical Mouse'
7,6,932,791,0,0,0,48995342,8,'PixArt USB Optical Mouse'
7,6,932,794,0,0,0,48995348,8,'PixArt USB Optical Mouse'
7,6,932,796,0,0,0,48995358,8,'PixArt USB Optical Mouse'
7,6,932,797,0,0,0,48995378,8,'PixArt USB Optical Mouse'
7,6,932,799,0,0,0,48995378,8,'PixArt USB Optical Mouse'
7,6,931,800,0,0,0,48995378,8,'PixArt USB Optical Mouse'
7,6,931,804,0,0,0,48995385,8,'PixArt USB Optical Mouse'
7,6,930,807,0,0,0,48995392,8,'PixArt USB Optical Mouse'
7,6,930,812,0,0,0,48995401,8,'PixArt USB Optical Mouse'
7,6,930,817,0,0,0,48995409,8,'PixArt USB Optical Mouse'
7,6,930,824,0,0,0,48995417,8,'PixArt USB Optical Mouse'
7,6,928,833,0,0,0,48995424,8,'PixArt USB Optical Mouse'
7,6,928,843,0,0,0,48995432,8,'PixArt USB Optical Mouse'
7,6,926,852,0,0,0,48995440,8,'PixArt USB Optical Mouse'
7,6,925,860,0,0,0,48995448,8,'PixArt USB Optical Mouse'
7,6,925,867,0,0,0,48995457,8,'PixArt USB Optical Mouse'
7,6,925,873,0,0,0,48995473,8,'PixArt USB Optical Mouse'
7,6,925,879,0,0,0,48995474,8,'PixArt USB Optical Mouse'
7,6,925,884,0,0,0,48995490,8,'PixArt USB Optical Mouse'
7,6,925,888,0,0,0,48995490,8,'PixArt USB Optical Mouse'
7,6,924,890,0,0,0,48995496,8,'PixArt USB Optical Mouse'
7,6,924,894,0,0,0,48995505,8,'PixArt USB Optical Mouse'
7,6,922,896,0,0,0,48995521,8,'PixArt USB Optical Mouse'
7,6,922,901,0,0,0,48995525,8,'PixArt USB Optical Mouse'
7,6,921,905,0,0,0,48995537,8,'PixArt USB Optical Mouse'
7,6,921,910,0,0,0,48995544,8,'PixArt USB Optical Mouse'
7,6,919,915,0,0,0,48995548,8,'PixArt USB Optical Mouse'
7,6,918,922,0,0,0,48995553,8,'PixArt USB Optical Mouse'
7,6,916,925,0,0,0,48995560,8,'PixArt USB Optical Mouse'
7,6,915,931,0,0,0,48995577,8,'PixArt USB Optical Mouse'
7,6,914,934,0,0,0,48995582,8,'PixArt USB Optical Mouse'
7,6,914,939,0,0,0,48995633,8,'PixArt USB Optical Mouse'
7,6,910,943,0,0,0,48995633,8,'PixArt USB Optical Mouse'
7,6,910,947,0,0,0,48995634,8,'PixArt USB Optical Mouse'
7,6,909,951,0,0,0,48995634,8,'PixArt USB Optical Mouse'
7,6,908,955,0,0,0,48995634,8,'PixArt USB Optical Mouse'
7,6,908,959,0,0,0,48995634,8,'PixArt USB Optical Mouse'
7,6,908,963,0,0,0,48995639,8,'PixArt USB Optical Mouse'
7,6,907,967,0,0,0,48995649,8,'PixArt USB Optical Mouse'
7,6,907,972,0,0,0,48995664,8,'PixArt USB Optical Mouse'
7,6,906,975,0,0,0,48995664,8,'PixArt USB Optical Mouse'
7,6,905,977,0,0,0,48995686,8,'PixArt USB Optical Mouse'
7,6,905,979,0,0,0,48995686,8,'PixArt USB Optical Mouse'
7,6,905,982,0,0,0,48995686,8,'PixArt USB Optical Mouse'
7,6,905,983,0,0,0,48995689,8,'PixArt USB Optical Mouse'
7,6,905,985,0,0,0,48995703,8,'PixArt USB Optical Mouse'
7,6,905,988,0,0,0,48995715,8,'PixArt USB Optical Mouse'
7,6,905,989,0,0,0,48995716,8,'PixArt USB Optical Mouse'
7,6,905,993,0,0,0,48995720,8,'PixArt USB Optical Mouse'
7,6,905,997,0,0,0,48995736,8,'PixArt USB Optical Mouse'
7,6,905,1001,0,0,0,48995740,8,'PixArt USB Optical Mouse'
7,6,905,1004,0,0,0,48995746,8,'PixArt USB Optical Mouse'
7,6,905,1006,0,0,0,48995752,8,'PixArt USB Optical Mouse'
7,6,906,1009,0,0,0,48995764,8,'PixArt USB Optical Mouse'
7,6,907,1011,0,0,0,48995783,8,'PixArt USB Optical Mouse'
7,6,908,1013,0,0,0,48995783,8,'PixArt USB Optical Mouse'
7,6,911,1018,0,0,0,48995791,8,'PixArt USB Optical Mouse'
7,6,913,1022,0,0,0,48995797,8,'PixArt USB Optical Mouse'
7,6,916,1026,0,0,0,48995804,8,'PixArt USB Optical Mouse'
7,6,918,1030,0,0,0,48995815,8,'PixArt USB Optical Mouse'
7,6,920,1033,0,0,0,48995828,8,'PixArt USB Optical Mouse'
7,6,922,1037,0,0,0,48995828,8,'PixArt USB Optical Mouse'
7,6,923,1039,0,0,0,48995833,8,'PixArt USB Optical Mouse'
7,6,924,1040,0,0,0,48995851,8,'PixArt USB Optical Mouse'
7,6,926,1043,0,0,0,48995865,8,'PixArt USB Optical Mouse'
7,6,926,1045,0,0,0,48995876,8,'PixArt USB Optical Mouse'
7,6,927,1046,0,0,0,48995885,8,'PixArt USB Optical Mouse'
7,6,928,1047,0,0,0,48995898,8,'PixArt USB Optical Mouse'
7,6,930,1048,0,0,0,48995907,8,'PixArt USB Optical Mouse'
7,6,932,1049,0,0,0,48995960,8,'PixArt USB Optical Mouse'
7,6,934,1051,0,0,0,48996002,8,'PixArt USB Optical Mouse'
7,6,935,1051,0,0,0,48996002,8,'PixArt USB Optical Mouse'
7,6,936,1051,0,0,0,48996036,8,'PixArt USB Optical Mouse'
7,6,937,1051,0,0,0,48996036,8,'PixArt USB Optical Mouse'
7,6,938,1052,0,0,0,48996504,8,'PixArt USB Optical Mouse'
7,6,936,1054,0,0,0,48996521,8,'PixArt USB Optical Mouse'
7,6,934,1054,0,0,0,48996531,8,'PixArt USB Optical Mouse'
7,6,931,1054,0,0,0,48996537,8,'PixArt USB Optical Mouse'
7,6,929,1054,0,0,0,48996544,8,'PixArt USB Optical Mouse'
7,6,927,1054,0,0,0,48996553,8,'PixArt USB Optical Mouse'
7,6,925,1054,0,0,0,48996560,8,'PixArt USB Optical Mouse'
7,6,922,1054,0,0,0,48996578,8,'PixArt USB Optical Mouse'
7,6,920,1054,0,0,0,48996578,8,'PixArt USB Optical Mouse'
7,6,917,1054,0,0,0,48996585,8,'PixArt USB Optical Mouse'
7,6,916,1054,0,0,0,48996594,8,'PixArt USB Optical Mouse'
7,6,914,1054,0,0,0,48996605,8,'PixArt USB Optical Mouse'
7,6,912,1054,0,0,0,48996720,8,'PixArt USB Optical Mouse'
7,6,912,1054,0,0,0,48996729,8,'PixArt USB Optical Mouse'
7,6,911,1054,0,0,0,48996736,8,'PixArt USB Optical Mouse'
7,6,908,1054,0,0,0,48996744,8,'PixArt USB Optical Mouse'
7,6,906,1054,0,0,0,48996752,8,'PixArt USB Optical Mouse'
7,6,903,1054,0,0,0,48996764,8,'PixArt USB Optical Mouse'
7,6,901,1054,0,0,0,48996768,8,'PixArt USB Optical Mouse'
7,6,898,1054,0,0,0,48996776,8,'PixArt USB Optical Mouse'
7,6,896,1054,0,0,0,48996784,8,'PixArt USB Optical Mouse'
7,6,895,1054,0,0,0,48996793,8,'PixArt USB Optical Mouse'
7,6,893,1054,0,0,0,48996810,8,'PixArt USB Optical Mouse'
7,6,892,1054,0,0,0,48996827,8,'PixArt USB Optical Mouse'
7,6,891,1054,0,0,0,48996936,8,'PixArt USB Optical Mouse'
7,6,890,1054,0,0,0,48996947,8,'PixArt USB Optical Mouse'
7,6,888,1054,0,0,0,48996952,8,'PixArt USB Optical Mouse'
7,6,885,1054,0,0,0,48996961,8,'PixArt USB Optical Mouse'
7,6,881,1054,0,0,0,48996968,8,'PixArt USB Optical Mouse'
7,6,878,1054,0,0,0,48996976,8,'PixArt USB Optical Mouse'
7,6,876,1054,0,0,0,48996984,8,'PixArt USB Optical Mouse'
7,6,875,1054,0,0,0,48996993,8,'PixArt USB Optical Mouse'
7,6,872,1054,0,0,0,48997018,8,'PixArt USB Optical Mouse'
7,6,871,1054,0,0,0,48997064,8,'PixArt USB Optical Mouse'
7,6,869,1054,0,0,0,48997073,8,'PixArt USB Optical Mouse'
7,6,866,1054,0,0,0,48997086,8,'PixArt USB Optical Mouse'
7,6,861,1054,0,0,0,48997092,8,'PixArt USB Optical Mouse'
7,6,857,1054,0,0,0,48997096,8,'PixArt USB Optical Mouse'
7,6,851,1054,0,0,0,48997113,8,'PixArt USB Optical Mouse'
7,6,846,1054,0,0,0,48997113,8,'PixArt USB Optical Mouse'
7,6,840,1054,0,0,0,48997120,8,'PixArt USB Optical Mouse'
7,6,838,1054,0,0,0,48997134,8,'PixArt USB Optical Mouse'
7,6,834,1054,0,0,0,48997138,8,'PixArt USB Optical Mouse'
7,6,833,1054,0,0,0,48997144,8,'PixArt USB Optical Mouse'
7,6,832,1053,0,0,0,48997156,8,'PixArt USB Optical Mouse'
7,6,830,1053,0,0,0,48997296,8,'PixArt USB Optical Mouse'
7,6,828,1053,0,0,0,48997304,8,'PixArt USB Optical Mouse'
7,6,826,1053,0,0,0,48997319,8,'PixArt USB Optical Mouse'
7,6,824,1053,0,0,0,48997320,8,'PixArt USB Optical Mouse'
7,6,821,1053,0,0,0,48997332,8,'PixArt USB Optical Mouse'
7,6,819,1053,0,0,0,48997338,8,'PixArt USB Optical Mouse'
7,6,816,1053,0,0,0,48997355,8,'PixArt USB Optical Mouse'
7,6,814,1053,0,0,0,48997355,8,'PixArt USB Optical Mouse'
7,6,813,1053,0,0,0,48997361,8,'PixArt USB Optical Mouse'
7,6,811,1053,0,0,0,48997513,8,'PixArt USB Optical Mouse'
7,6,810,1053,0,0,0,48997520,8,'PixArt USB Optical Mouse'
7,6,808,1053,0,0,0,48997528,8,'PixArt USB Optical Mouse'
7,6,805,1053,0,0,0,48997537,8,'PixArt USB Optical Mouse'
7,6,803,1053,0,0,0,48997544,8,'PixArt USB Optical Mouse'
7,6,800,1053,0,0,0,48997552,8,'PixArt USB Optical Mouse'
7,6,797,1053,0,0,0,48997561,8,'PixArt USB Optical Mouse'
7,6,794,1053,0,0,0,48997569,8,'PixArt USB Optical Mouse'
7,6,790,1053,0,0,0,48997578,8,'PixArt USB Optical Mouse'
