####################################
#         System information       #
####################################
# Date:                   2020:06:10 
# Time:                   04:19:09 
# Xnee program:           cnee 
# Xnee version:           3.19 
# Xnee home:              http://www.gnu.org/software/xnee/ 
# Xnee info mailing list: info-xnee@gnu.org 
# Xnee bug mailing list:  bug-xnee@gnu.org 
# X version:              11 
# X revision:             0 
# X vendor:               The X.Org Foundation 
# X vendor release:       12008000 
# Record version major:   1
# Record version minor:   13
# OS name:                Linux 
# OS Release:             5.4.0-33-generic 
# OS Version:             #37-Ubuntu SMP Thu May 21 12:53:59 UTC 2020 
# Machine:                x86_64 
# Nodename:               mediabox 
# Display name:           :0
# Dimension:              1920x1080



##############################################
#      Xnee application arguments            #
##############################################
#  cnee --record --mouse --keyboard -o cnee.data 


##############################################
#      Displays                              #
##############################################
# display :0
# distribute


##############################################
#      Files                                 #
##############################################
# out-file cnee.data
# err-file stderr


##############################################
#      Key Grabs                             #
##############################################
# stop-key         0
# pause-key        0
# resume-key       0
# insert-key       0
# exec-key         0
# exec-program-key         xnee-exec-no-program


##############################################
#      Recording limits etc                  #
##############################################

extension-request-minor-range  0-0 
extension-reply-major-range   0-0
extension-reply-minor-range   0-0 
delivered-event-range         0-0 
device-event-range            66-71 
error-range                   0-0 
7,6,1330,610,0,0,0,52286333,8,'PixArt USB Optical Mouse'
7,6,1328,610,0,0,0,52286356,8,'PixArt USB Optical Mouse'
7,6,1320,606,0,0,0,52286356,8,'PixArt USB Optical Mouse'
7,6,1312,598,0,0,0,52286357,8,'PixArt USB Optical Mouse'
7,6,1303,591,0,0,0,52286379,8,'PixArt USB Optical Mouse'
7,6,1293,583,0,0,0,52286379,8,'PixArt USB Optical Mouse'
7,6,1285,577,0,0,0,52286381,8,'PixArt USB Optical Mouse'
7,6,1276,571,0,0,0,52286390,8,'PixArt USB Optical Mouse'
7,6,1267,565,0,0,0,52286404,8,'PixArt USB Optical Mouse'
7,6,1260,559,0,0,0,52286406,8,'PixArt USB Optical Mouse'
7,6,1253,555,0,0,0,52286414,8,'PixArt USB Optical Mouse'
7,6,1249,551,0,0,0,52286429,8,'PixArt USB Optical Mouse'
7,6,1244,548,0,0,0,52286437,8,'PixArt USB Optical Mouse'
7,6,1242,547,0,0,0,52286446,8,'PixArt USB Optical Mouse'
7,6,1240,546,0,0,0,52286446,8,'PixArt USB Optical Mouse'
7,6,1237,542,0,0,0,52286463,8,'PixArt USB Optical Mouse'
7,6,1235,541,0,0,0,52286463,8,'PixArt USB Optical Mouse'
7,6,1233,540,0,0,0,52286469,8,'PixArt USB Optical Mouse'
7,6,1231,538,0,0,0,52286482,8,'PixArt USB Optical Mouse'
7,6,1229,537,0,0,0,52286486,8,'PixArt USB Optical Mouse'
7,6,1226,536,0,0,0,52286515,8,'PixArt USB Optical Mouse'
7,6,1223,535,0,0,0,52286515,8,'PixArt USB Optical Mouse'
7,6,1220,532,0,0,0,52286515,8,'PixArt USB Optical Mouse'
7,6,1215,530,0,0,0,52286527,8,'PixArt USB Optical Mouse'
7,6,1212,526,0,0,0,52286527,8,'PixArt USB Optical Mouse'
7,6,1208,524,0,0,0,52286536,8,'PixArt USB Optical Mouse'
7,6,1204,522,0,0,0,52286557,8,'PixArt USB Optical Mouse'
7,6,1202,520,0,0,0,52286558,8,'PixArt USB Optical Mouse'
7,6,1198,517,0,0,0,52286558,8,'PixArt USB Optical Mouse'
7,6,1196,515,0,0,0,52286577,8,'PixArt USB Optical Mouse'
7,6,1195,514,0,0,0,52286577,8,'PixArt USB Optical Mouse'
7,6,1194,513,0,0,0,52286581,8,'PixArt USB Optical Mouse'
7,6,1191,509,0,0,0,52286598,8,'PixArt USB Optical Mouse'
7,6,1190,508,0,0,0,52286598,8,'PixArt USB Optical Mouse'
7,6,1189,505,0,0,0,52286605,8,'PixArt USB Optical Mouse'
7,6,1186,501,0,0,0,52286615,8,'PixArt USB Optical Mouse'
7,6,1183,496,0,0,0,52286622,8,'PixArt USB Optical Mouse'
7,6,1180,493,0,0,0,52286634,8,'PixArt USB Optical Mouse'
7,6,1179,492,0,0,0,52286639,8,'PixArt USB Optical Mouse'
7,6,1177,490,0,0,0,52286650,8,'PixArt USB Optical Mouse'
7,6,1175,489,0,0,0,52286657,8,'PixArt USB Optical Mouse'
7,6,1173,488,0,0,0,52286670,8,'PixArt USB Optical Mouse'
7,6,1172,488,0,0,0,52286726,8,'PixArt USB Optical Mouse'
7,6,1171,488,0,0,0,52286744,8,'PixArt USB Optical Mouse'
7,6,1169,488,0,0,0,52286744,8,'PixArt USB Optical Mouse'
7,6,1167,487,0,0,0,52286749,8,'PixArt USB Optical Mouse'
7,6,1165,487,0,0,0,52286770,8,'PixArt USB Optical Mouse'
7,6,1162,487,0,0,0,52286770,8,'PixArt USB Optical Mouse'
7,6,1160,485,0,0,0,52286773,8,'PixArt USB Optical Mouse'
7,6,1158,485,0,0,0,52286781,8,'PixArt USB Optical Mouse'
7,6,1155,485,0,0,0,52286789,8,'PixArt USB Optical Mouse'
7,6,1152,485,0,0,0,52286798,8,'PixArt USB Optical Mouse'
7,6,1149,485,0,0,0,52286805,8,'PixArt USB Optical Mouse'
7,6,1146,486,0,0,0,52286814,8,'PixArt USB Optical Mouse'
7,6,1144,487,0,0,0,52286821,8,'PixArt USB Optical Mouse'
7,6,1141,487,0,0,0,52286829,8,'PixArt USB Optical Mouse'
7,6,1138,489,0,0,0,52286839,8,'PixArt USB Optical Mouse'
7,6,1136,490,0,0,0,52286845,8,'PixArt USB Optical Mouse'
7,6,1135,491,0,0,0,52286853,8,'PixArt USB Optical Mouse'
7,6,1134,491,0,0,0,52286861,8,'PixArt USB Optical Mouse'
7,6,1131,492,0,0,0,52286876,8,'PixArt USB Optical Mouse'
7,6,1130,493,0,0,0,52286877,8,'PixArt USB Optical Mouse'
7,6,1128,494,0,0,0,52286885,8,'PixArt USB Optical Mouse'
7,6,1126,496,0,0,0,52286894,8,'PixArt USB Optical Mouse'
7,6,1123,498,0,0,0,52286901,8,'PixArt USB Optical Mouse'
7,6,1120,499,0,0,0,52286909,8,'PixArt USB Optical Mouse'
7,6,1118,501,0,0,0,52286917,8,'PixArt USB Optical Mouse'
7,6,1116,501,0,0,0,52286934,8,'PixArt USB Optical Mouse'
7,6,1112,502,0,0,0,52286934,8,'PixArt USB Optical Mouse'
7,6,1110,503,0,0,0,52286947,8,'PixArt USB Optical Mouse'
7,6,1107,503,0,0,0,52286954,8,'PixArt USB Optical Mouse'
7,6,1105,503,0,0,0,52286957,8,'PixArt USB Optical Mouse'
7,6,1103,505,0,0,0,52286965,8,'PixArt USB Optical Mouse'
7,6,1101,505,0,0,0,52286973,8,'PixArt USB Optical Mouse'
7,6,1099,505,0,0,0,52286981,8,'PixArt USB Optical Mouse'
7,6,1096,506,0,0,0,52286989,8,'PixArt USB Optical Mouse'
7,6,1095,506,0,0,0,52287005,8,'PixArt USB Optical Mouse'
7,6,1093,507,0,0,0,52287005,8,'PixArt USB Optical Mouse'
7,6,1091,507,0,0,0,52287020,8,'PixArt USB Optical Mouse'
7,6,1089,507,0,0,0,52287036,8,'PixArt USB Optical Mouse'
7,6,1087,508,0,0,0,52287036,8,'PixArt USB Optical Mouse'
7,6,1085,508,0,0,0,52287037,8,'PixArt USB Optical Mouse'
7,6,1083,510,0,0,0,52287049,8,'PixArt USB Optical Mouse'
7,6,1081,511,0,0,0,52287057,8,'PixArt USB Optical Mouse'
7,6,1080,511,0,0,0,52287063,8,'PixArt USB Optical Mouse'
7,6,1077,512,0,0,0,52287069,8,'PixArt USB Optical Mouse'
7,6,1076,512,0,0,0,52287078,8,'PixArt USB Optical Mouse'
7,6,1075,512,0,0,0,52287102,8,'PixArt USB Optical Mouse'
7,6,1074,513,0,0,0,52287102,8,'PixArt USB Optical Mouse'
7,6,1071,513,0,0,0,52287102,8,'PixArt USB Optical Mouse'
7,6,1069,515,0,0,0,52287114,8,'PixArt USB Optical Mouse'
7,6,1067,515,0,0,0,52287121,8,'PixArt USB Optical Mouse'
7,6,1065,515,0,0,0,52287133,8,'PixArt USB Optical Mouse'
7,6,1063,515,0,0,0,52287133,8,'PixArt USB Optical Mouse'
7,6,1060,515,0,0,0,52287155,8,'PixArt USB Optical Mouse'
7,6,1057,516,0,0,0,52287155,8,'PixArt USB Optical Mouse'
7,6,1055,516,0,0,0,52287159,8,'PixArt USB Optical Mouse'
7,6,1052,516,0,0,0,52287170,8,'PixArt USB Optical Mouse'
7,6,1051,516,0,0,0,52287185,8,'PixArt USB Optical Mouse'
7,6,1049,516,0,0,0,52287185,8,'PixArt USB Optical Mouse'
7,6,1046,516,0,0,0,52287189,8,'PixArt USB Optical Mouse'
7,6,1044,516,0,0,0,52287197,8,'PixArt USB Optical Mouse'
7,6,1042,516,0,0,0,52287221,8,'PixArt USB Optical Mouse'
7,6,1039,517,0,0,0,52287222,8,'PixArt USB Optical Mouse'
7,6,1037,517,0,0,0,52287222,8,'PixArt USB Optical Mouse'
7,6,1035,518,0,0,0,52287237,8,'PixArt USB Optical Mouse'
7,6,1034,518,0,0,0,52287237,8,'PixArt USB Optical Mouse'
7,6,1031,518,0,0,0,52287247,8,'PixArt USB Optical Mouse'
7,6,1029,519,0,0,0,52287259,8,'PixArt USB Optical Mouse'
7,6,1027,520,0,0,0,52287292,8,'PixArt USB Optical Mouse'
7,6,1025,521,0,0,0,52287292,8,'PixArt USB Optical Mouse'
7,6,1024,521,0,0,0,52287292,8,'PixArt USB Optical Mouse'
7,2,0,0,0,65,0,52287680,9,Microsoft Natural® Ergonomic Keyboard 4000
6,2,0,0,0,65,0,52287680,3,Virtual core keyboard
7,3,0,0,0,65,0,52287845,9,Microsoft Natural® Ergonomic Keyboard 4000
6,3,0,0,0,65,0,52287845,3,Virtual core keyboard
7,2,0,0,0,95,0,52290173,9,Microsoft Natural® Ergonomic Keyboard 4000
6,2,0,0,0,95,0,52290173,3,Virtual core keyboard
7,3,0,0,0,95,0,52290311,9,Microsoft Natural® Ergonomic Keyboard 4000
6,3,0,0,0,95,0,52290311,3,Virtual core keyboard
7,6,1022,521,0,0,0,52291341,8,'PixArt USB Optical Mouse'
7,6,1019,523,0,0,0,52291350,8,'PixArt USB Optical Mouse'
7,6,1017,525,0,0,0,52291357,8,'PixArt USB Optical Mouse'
7,6,1015,527,0,0,0,52291374,8,'PixArt USB Optical Mouse'
7,6,1012,530,0,0,0,52291375,8,'PixArt USB Optical Mouse'
7,6,1010,533,0,0,0,52291407,8,'PixArt USB Optical Mouse'
7,6,1010,534,0,0,0,52291407,8,'PixArt USB Optical Mouse'
7,6,1009,535,0,0,0,52291407,8,'PixArt USB Optical Mouse'
7,6,1007,537,0,0,0,52291407,8,'PixArt USB Optical Mouse'
7,6,1006,538,0,0,0,52291414,8,'PixArt USB Optical Mouse'
7,6,1004,541,0,0,0,52291429,8,'PixArt USB Optical Mouse'
7,6,1002,544,0,0,0,52291446,8,'PixArt USB Optical Mouse'
7,6,1001,546,0,0,0,52291447,8,'PixArt USB Optical Mouse'
7,6,999,550,0,0,0,52291459,8,'PixArt USB Optical Mouse'
7,6,998,554,0,0,0,52291462,8,'PixArt USB Optical Mouse'
7,6,994,562,0,0,0,52291474,8,'PixArt USB Optical Mouse'
7,6,993,567,0,0,0,52291501,8,'PixArt USB Optical Mouse'
7,6,992,573,0,0,0,52291501,8,'PixArt USB Optical Mouse'
7,6,992,577,0,0,0,52291501,8,'PixArt USB Optical Mouse'
7,6,992,581,0,0,0,52291501,8,'PixArt USB Optical Mouse'
7,6,991,585,0,0,0,52291510,8,'PixArt USB Optical Mouse'
7,6,990,587,0,0,0,52291523,8,'PixArt USB Optical Mouse'
7,6,989,591,0,0,0,52291529,8,'PixArt USB Optical Mouse'
7,6,988,596,0,0,0,52291541,8,'PixArt USB Optical Mouse'
7,6,987,600,0,0,0,52291547,8,'PixArt USB Optical Mouse'
7,6,984,604,0,0,0,52291551,8,'PixArt USB Optical Mouse'
7,6,982,610,0,0,0,52291558,8,'PixArt USB Optical Mouse'
7,6,981,614,0,0,0,52291571,8,'PixArt USB Optical Mouse'
7,6,977,621,0,0,0,52291575,8,'PixArt USB Optical Mouse'
7,6,975,626,0,0,0,52291585,8,'PixArt USB Optical Mouse'
7,6,971,631,0,0,0,52291590,8,'PixArt USB Optical Mouse'
7,6,969,634,0,0,0,52291598,8,'PixArt USB Optical Mouse'
7,6,965,637,0,0,0,52291613,8,'PixArt USB Optical Mouse'
7,6,963,639,0,0,0,52291613,8,'PixArt USB Optical Mouse'
7,6,960,643,0,0,0,52291630,8,'PixArt USB Optical Mouse'
7,6,959,645,0,0,0,52291639,8,'PixArt USB Optical Mouse'
7,6,958,647,0,0,0,52291649,8,'PixArt USB Optical Mouse'
7,6,958,649,0,0,0,52291653,8,'PixArt USB Optical Mouse'
7,6,956,651,0,0,0,52291669,8,'PixArt USB Optical Mouse'
7,6,955,653,0,0,0,52291695,8,'PixArt USB Optical Mouse'
7,6,954,655,0,0,0,52291695,8,'PixArt USB Optical Mouse'
7,6,953,658,0,0,0,52291703,8,'PixArt USB Optical Mouse'
7,6,951,660,0,0,0,52291709,8,'PixArt USB Optical Mouse'
7,6,950,661,0,0,0,52291718,8,'PixArt USB Optical Mouse'
7,6,947,664,0,0,0,52291734,8,'PixArt USB Optical Mouse'
7,6,942,669,0,0,0,52291734,8,'PixArt USB Optical Mouse'
7,6,937,671,0,0,0,52291744,8,'PixArt USB Optical Mouse'
7,6,935,675,0,0,0,52291754,8,'PixArt USB Optical Mouse'
7,6,930,678,0,0,0,52291763,8,'PixArt USB Optical Mouse'
7,6,925,682,0,0,0,52291765,8,'PixArt USB Optical Mouse'
7,6,920,685,0,0,0,52291777,8,'PixArt USB Optical Mouse'
7,6,918,688,0,0,0,52291784,8,'PixArt USB Optical Mouse'
7,6,915,692,0,0,0,52291794,8,'PixArt USB Optical Mouse'
7,6,914,693,0,0,0,52291800,8,'PixArt USB Optical Mouse'
7,6,910,696,0,0,0,52291806,8,'PixArt USB Optical Mouse'
7,6,910,697,0,0,0,52291813,8,'PixArt USB Optical Mouse'
7,6,909,698,0,0,0,52291911,8,'PixArt USB Optical Mouse'
7,6,908,699,0,0,0,52291911,8,'PixArt USB Optical Mouse'
7,6,908,701,0,0,0,52291997,8,'PixArt USB Optical Mouse'
7,6,908,702,0,0,0,52292011,8,'PixArt USB Optical Mouse'
7,6,908,703,0,0,0,52292030,8,'PixArt USB Optical Mouse'
7,6,906,705,0,0,0,52292045,8,'PixArt USB Optical Mouse'
7,6,906,706,0,0,0,52292061,8,'PixArt USB Optical Mouse'
7,6,905,707,0,0,0,52292341,8,'PixArt USB Optical Mouse'
7,6,905,708,0,0,0,52292351,8,'PixArt USB Optical Mouse'
7,6,905,711,0,0,0,52292358,8,'PixArt USB Optical Mouse'
7,6,904,712,0,0,0,52292373,8,'PixArt USB Optical Mouse'
7,6,904,713,0,0,0,52292381,8,'PixArt USB Optical Mouse'
7,6,904,715,0,0,0,52292389,8,'PixArt USB Optical Mouse'
7,6,904,717,0,0,0,52292397,8,'PixArt USB Optical Mouse'
7,6,904,718,0,0,0,52292407,8,'PixArt USB Optical Mouse'
7,6,904,721,0,0,0,52292413,8,'PixArt USB Optical Mouse'
7,6,904,722,0,0,0,52292425,8,'PixArt USB Optical Mouse'
7,6,904,725,0,0,0,52292430,8,'PixArt USB Optical Mouse'
7,6,904,727,0,0,0,52292437,8,'PixArt USB Optical Mouse'
7,6,904,730,0,0,0,52292445,8,'PixArt USB Optical Mouse'
7,6,906,733,0,0,0,52292453,8,'PixArt USB Optical Mouse'
7,6,906,736,0,0,0,52292462,8,'PixArt USB Optical Mouse'
7,6,907,739,0,0,0,52292469,8,'PixArt USB Optical Mouse'
7,6,908,742,0,0,0,52292479,8,'PixArt USB Optical Mouse'
7,6,909,749,0,0,0,52292486,8,'PixArt USB Optical Mouse'
7,6,909,756,0,0,0,52292493,8,'PixArt USB Optical Mouse'
7,6,909,760,0,0,0,52292501,8,'PixArt USB Optical Mouse'
7,6,909,766,0,0,0,52292509,8,'PixArt USB Optical Mouse'
7,6,909,772,0,0,0,52292518,8,'PixArt USB Optical Mouse'
7,6,913,781,0,0,0,52292525,8,'PixArt USB Optical Mouse'
7,6,913,789,0,0,0,52292534,8,'PixArt USB Optical Mouse'
7,6,913,794,0,0,0,52292541,8,'PixArt USB Optical Mouse'
7,6,913,800,0,0,0,52292549,8,'PixArt USB Optical Mouse'
7,6,913,806,0,0,0,52292557,8,'PixArt USB Optical Mouse'
7,6,913,813,0,0,0,52292565,8,'PixArt USB Optical Mouse'
7,6,913,817,0,0,0,52292574,8,'PixArt USB Optical Mouse'
7,6,913,823,0,0,0,52292581,8,'PixArt USB Optical Mouse'
7,6,913,829,0,0,0,52292590,8,'PixArt USB Optical Mouse'
7,6,913,836,0,0,0,52292597,8,'PixArt USB Optical Mouse'
7,6,913,842,0,0,0,52292605,8,'PixArt USB Optical Mouse'
7,6,913,848,0,0,0,52292613,8,'PixArt USB Optical Mouse'
7,6,913,854,0,0,0,52292621,8,'PixArt USB Optical Mouse'
7,6,913,861,0,0,0,52292629,8,'PixArt USB Optical Mouse'
7,6,913,868,0,0,0,52292637,8,'PixArt USB Optical Mouse'
7,6,913,875,0,0,0,52292645,8,'PixArt USB Optical Mouse'
7,6,913,880,0,0,0,52292653,8,'PixArt USB Optical Mouse'
7,6,913,886,0,0,0,52292664,8,'PixArt USB Optical Mouse'
7,6,913,892,0,0,0,52292670,8,'PixArt USB Optical Mouse'
7,6,912,897,0,0,0,52292677,8,'PixArt USB Optical Mouse'
7,6,912,901,0,0,0,52292691,8,'PixArt USB Optical Mouse'
7,6,912,903,0,0,0,52292697,8,'PixArt USB Optical Mouse'
7,6,912,907,0,0,0,52292701,8,'PixArt USB Optical Mouse'
7,6,912,909,0,0,0,52292709,8,'PixArt USB Optical Mouse'
7,6,911,912,0,0,0,52292718,8,'PixArt USB Optical Mouse'
7,6,911,914,0,0,0,52292725,8,'PixArt USB Optical Mouse'
7,6,911,916,0,0,0,52292733,8,'PixArt USB Optical Mouse'
7,6,911,918,0,0,0,52292741,8,'PixArt USB Optical Mouse'
7,6,911,921,0,0,0,52292750,8,'PixArt USB Optical Mouse'
7,6,911,923,0,0,0,52292757,8,'PixArt USB Optical Mouse'
7,6,911,927,0,0,0,52292765,8,'PixArt USB Optical Mouse'
7,6,910,929,0,0,0,52292774,8,'PixArt USB Optical Mouse'
7,6,910,933,0,0,0,52292782,8,'PixArt USB Optical Mouse'
7,6,910,937,0,0,0,52292789,8,'PixArt USB Optical Mouse'
7,6,910,940,0,0,0,52292797,8,'PixArt USB Optical Mouse'
7,6,910,944,0,0,0,52292806,8,'PixArt USB Optical Mouse'
7,6,910,947,0,0,0,52292814,8,'PixArt USB Optical Mouse'
7,6,910,950,0,0,0,52292821,8,'PixArt USB Optical Mouse'
7,6,910,952,0,0,0,52292830,8,'PixArt USB Optical Mouse'
7,6,910,954,0,0,0,52292838,8,'PixArt USB Optical Mouse'
7,6,910,957,0,0,0,52292847,8,'PixArt USB Optical Mouse'
7,6,910,959,0,0,0,52292853,8,'PixArt USB Optical Mouse'
7,6,910,963,0,0,0,52292861,8,'PixArt USB Optical Mouse'
7,6,910,965,0,0,0,52292869,8,'PixArt USB Optical Mouse'
7,6,910,968,0,0,0,52292877,8,'PixArt USB Optical Mouse'
7,6,910,972,0,0,0,52292885,8,'PixArt USB Optical Mouse'
7,6,910,974,0,0,0,52292894,8,'PixArt USB Optical Mouse'
7,6,910,977,0,0,0,52292901,8,'PixArt USB Optical Mouse'
7,6,910,980,0,0,0,52292915,8,'PixArt USB Optical Mouse'
7,6,912,985,0,0,0,52292917,8,'PixArt USB Optical Mouse'
7,6,912,986,0,0,0,52292925,8,'PixArt USB Optical Mouse'
7,6,912,989,0,0,0,52292933,8,'PixArt USB Optical Mouse'
7,6,912,991,0,0,0,52292942,8,'PixArt USB Optical Mouse'
7,6,913,994,0,0,0,52292949,8,'PixArt USB Optical Mouse'
7,6,913,996,0,0,0,52292959,8,'PixArt USB Optical Mouse'
7,6,913,998,0,0,0,52292965,8,'PixArt USB Optical Mouse'
7,6,913,1000,0,0,0,52292973,8,'PixArt USB Optical Mouse'
7,6,913,1003,0,0,0,52292983,8,'PixArt USB Optical Mouse'
7,6,913,1004,0,0,0,52292990,8,'PixArt USB Optical Mouse'
7,6,914,1007,0,0,0,52292997,8,'PixArt USB Optical Mouse'
7,6,914,1009,0,0,0,52293005,8,'PixArt USB Optical Mouse'
7,6,914,1011,0,0,0,52293014,8,'PixArt USB Optical Mouse'
7,6,914,1013,0,0,0,52293022,8,'PixArt USB Optical Mouse'
7,6,914,1015,0,0,0,52293029,8,'PixArt USB Optical Mouse'
7,6,914,1018,0,0,0,52293037,8,'PixArt USB Optical Mouse'
7,6,914,1019,0,0,0,52293049,8,'PixArt USB Optical Mouse'
7,6,914,1021,0,0,0,52293062,8,'PixArt USB Optical Mouse'
7,6,914,1023,0,0,0,52293074,8,'PixArt USB Optical Mouse'
7,6,914,1024,0,0,0,52293090,8,'PixArt USB Optical Mouse'
7,6,912,1027,0,0,0,52293095,8,'PixArt USB Optical Mouse'
7,6,912,1028,0,0,0,52293114,8,'PixArt USB Optical Mouse'
7,6,912,1029,0,0,0,52293126,8,'PixArt USB Optical Mouse'
7,6,912,1029,0,0,0,52293133,8,'PixArt USB Optical Mouse'
7,6,912,1030,0,0,0,52293153,8,'PixArt USB Optical Mouse'
7,6,911,1033,0,0,0,52293185,8,'PixArt USB Optical Mouse'
7,6,910,1034,0,0,0,52293341,8,'PixArt USB Optical Mouse'
7,6,910,1037,0,0,0,52293352,8,'PixArt USB Optical Mouse'
7,6,910,1039,0,0,0,52293358,8,'PixArt USB Optical Mouse'
7,6,910,1042,0,0,0,52293372,8,'PixArt USB Optical Mouse'
7,6,910,1044,0,0,0,52293376,8,'PixArt USB Optical Mouse'
7,6,910,1046,0,0,0,52293387,8,'PixArt USB Optical Mouse'
7,6,910,1048,0,0,0,52293401,8,'PixArt USB Optical Mouse'
7,6,910,1049,0,0,0,52293455,8,'PixArt USB Optical Mouse'
7,6,909,1050,0,0,0,52293485,8,'PixArt USB Optical Mouse'
7,6,909,1050,0,0,0,52293697,8,'PixArt USB Optical Mouse'
7,6,908,1050,0,0,0,52293703,8,'PixArt USB Optical Mouse'
7,6,907,1050,0,0,0,52293709,8,'PixArt USB Optical Mouse'
7,6,905,1050,0,0,0,52293717,8,'PixArt USB Optical Mouse'
7,6,904,1050,0,0,0,52293729,8,'PixArt USB Optical Mouse'
7,6,903,1050,0,0,0,52293733,8,'PixArt USB Optical Mouse'
7,6,902,1050,0,0,0,52293742,8,'PixArt USB Optical Mouse'
7,6,900,1050,0,0,0,52293749,8,'PixArt USB Optical Mouse'
7,6,899,1050,0,0,0,52293759,8,'PixArt USB Optical Mouse'
7,6,898,1050,0,0,0,52293766,8,'PixArt USB Optical Mouse'
7,6,897,1050,0,0,0,52293774,8,'PixArt USB Optical Mouse'
7,6,895,1050,0,0,0,52293781,8,'PixArt USB Optical Mouse'
7,6,894,1050,0,0,0,52293798,8,'PixArt USB Optical Mouse'
7,6,893,1050,0,0,0,52293819,8,'PixArt USB Optical Mouse'
7,6,892,1050,0,0,0,52293825,8,'PixArt USB Optical Mouse'
7,6,890,1050,0,0,0,52293833,8,'PixArt USB Optical Mouse'
7,6,889,1049,0,0,0,52293859,8,'PixArt USB Optical Mouse'
7,6,888,1049,0,0,0,52293872,8,'PixArt USB Optical Mouse'
7,6,887,1049,0,0,0,52293873,8,'PixArt USB Optical Mouse'
7,6,885,1049,0,0,0,52293891,8,'PixArt USB Optical Mouse'
7,6,883,1048,0,0,0,52293896,8,'PixArt USB Optical Mouse'
7,6,882,1047,0,0,0,52293933,8,'PixArt USB Optical Mouse'
7,6,880,1047,0,0,0,52293934,8,'PixArt USB Optical Mouse'
7,6,879,1047,0,0,0,52293953,8,'PixArt USB Optical Mouse'
7,6,878,1047,0,0,0,52293953,8,'PixArt USB Optical Mouse'
7,6,877,1047,0,0,0,52293999,8,'PixArt USB Optical Mouse'
7,6,875,1047,0,0,0,52293999,8,'PixArt USB Optical Mouse'
7,6,873,1046,0,0,0,52293999,8,'PixArt USB Optical Mouse'
7,6,872,1046,0,0,0,52293999,8,'PixArt USB Optical Mouse'
7,6,870,1046,0,0,0,52293999,8,'PixArt USB Optical Mouse'
7,6,869,1046,0,0,0,52293999,8,'PixArt USB Optical Mouse'
7,6,868,1046,0,0,0,52294020,8,'PixArt USB Optical Mouse'
7,6,867,1046,0,0,0,52294020,8,'PixArt USB Optical Mouse'
7,6,865,1046,0,0,0,52294022,8,'PixArt USB Optical Mouse'
7,6,864,1046,0,0,0,52294047,8,'PixArt USB Optical Mouse'
7,6,863,1046,0,0,0,52294048,8,'PixArt USB Optical Mouse'
7,6,862,1045,0,0,0,52294068,8,'PixArt USB Optical Mouse'
7,6,860,1045,0,0,0,52294068,8,'PixArt USB Optical Mouse'
7,6,859,1045,0,0,0,52294100,8,'PixArt USB Optical Mouse'
7,6,858,1045,0,0,0,52294100,8,'PixArt USB Optical Mouse'
7,6,857,1045,0,0,0,52294101,8,'PixArt USB Optical Mouse'
7,6,855,1044,0,0,0,52294221,8,'PixArt USB Optical Mouse'
